-0.24467,0.024992
0.088523,-0.085273
0.088523,-0.085273
-0.22499,0.013082
0.18741,-0.27717
0.19603,-0.29893
0.17244,-0.26359
0.13696,-0.09419
0.28031,0.17188
0.28736,0.1806
0.2004,0.10242
0.17213,0.18953
0.13434,-0.18542
-0.16845,0.021003
-0.067931,-0.084665
0.27089,0.33732
0.25444,0.18488
0.21992,0.26051
0.26116,0.32124
0.073695,-0.092721
0.31389,0.27456
-0.21573,0.022443
-0.25296,0.028856
-0.25725,0.035648
-0.13859,0.0097738
-0.17943,0.01671
-0.18656,0.024529
0.29603,0.38007
0.26637,0.32916
0.067082,0.11805
0.043073,-0.044218
0.069118,-0.074233
0.11824,-0.12261
0.1294,-0.23152
0.15395,-0.16232
0.2616,0.32036
0.10593,-0.19082
0.13303,-0.17459
0.13159,-0.17045
-0.18637,0.016974
0.18176,-0.29289
0.16942,-0.25487
0.16959,-0.25524
-0.18778,0.017839
0.16959,-0.25524
0.16959,-0.25524
0.20777,-0.24527
0.16942,-0.25487
-0.21123,0.022049
-0.21228,0.022251
-0.23915,0.031344
0.16022,-0.23205
0.1594,-0.22947
0.1594,-0.22947
0.16238,-0.23614
0.16304,-0.23761
0.16153,-0.23288
0.19346,-0.3115
0.19346,-0.3115
0.15892,-0.22841
0.18211,-0.295
0.18954,-0.31318
0.17684,-0.28202
0.18254,-0.29542
0.18,-0.29339
0.1748,-0.27887
0.11891,-0.097095
0.11891,-0.097095
0.12098,-0.097796
0.24926,0.068215
0.08202,-0.091766
-0.20129,0.034297
-0.20129,0.034297
-0.2018,0.034395
0.06821,-0.077419
0.12335,-0.14095
0.077668,-0.10088
0.13884,-0.075793
0.13595,-0.084888
-0.2073,0.025753
0.094936,-0.075319
-0.17133,0.015359
0.008086,-0.039933
0.10803,-0.090318
-0.15882,-0.00033222
-0.23338,0.011266
-0.24049,0.011903
-0.22822,0.021205
-0.24051,0.011276
-0.24044,0.011198
-0.15712,-0.00044022
-0.22392,0.012203
0.001219,-0.03914
-0.0013674,-0.038957
0.001219,-0.03914
0.001219,-0.03914
0.0041565,-0.038489
0.17618,0.096536
0.17618,0.096536
0.17618,0.096536
-0.16909,0.014229
0.32528,0.23701
0.23791,0.28591
0.20914,0.24973
0.034109,0.14393
0.034109,0.14393
0.034109,0.14393
0.0044351,0.208
0.015669,-0.032312
-0.19808,0.03347
0.20661,0.10206
-0.18379,0.024178
0.17706,0.11548
0.29458,0.18678
0.23835,0.28786
0.23835,0.28786
0.23835,0.28786
-0.14335,0.010757
-0.12176,-0.027425
0.15494,-0.22066
0.10593,-0.19082
0.069895,-0.088539
0.23074,0.27932
0.29884,0.24896
-0.20225,0.029023
-0.20908,0.017517
-0.19148,0.018479
-0.22998,0.025016
-0.18415,0.029692
-0.21675,0.029282
0.19603,-0.29893
-0.21287,0.022744
-0.19561,0.019859
-0.29186,0.037583
-0.20908,0.017517
0.064317,-0.044045
0.11609,-0.21381
0.11927,-0.22322
0.064679,0.10032
0.30925,0.2106
0.23078,-0.29955
0.20219,-0.228
-0.14203,0.010415
-0.26289,0.035079
-0.24853,0.028447
0.16765,-0.24845
0.19597,-0.31708
0.15892,-0.22841
0.19597,-0.31708
0.16363,-0.23963
0.19346,-0.3115
0.052101,0.014241
0.077182,-0.026825
0.05724,0.010575
-0.096282,0.066869
-0.20014,0.034078
0.17374,-0.24113
0.19016,-0.31469
0.17088,-0.26595
0.17542,-0.27843
-0.15765,0.0014544
0.24044,0.29063
0.27759,0.21439
0.30864,0.26425
-0.13036,0.0083887
0.1326,-0.080411
0.13159,-0.17045
0.14009,-0.088174
-0.20806,0.025714
