-0.041768,-0.047916
0.15358,-0.21666
0.074524,0.081232
-0.18819,0.01788
0.2158,0.25212
-0.041768,-0.047916
-0.18588,0.030368
0.24551,0.2991
0.18399,0.15199
-0.15979,0.051737
-0.15356,0.045692
0.24082,0.29398
0.25299,0.30804
-0.052511,-0.10995
-0.2104,0.022767
-0.20115,0.036311
-0.24338,0.047351
0.0035159,-0.040981
0.0035159,-0.040981
0.0035159,-0.040981
0.15395,-0.16232
-0.086074,0.011998
0.23971,0.28796
0.090236,-0.14221
0.23038,0.27428
0.23038,0.27428
-0.27625,0.043452
-0.24144,0.033029
-0.17785,0.010739
0.20228,-0.18596
0.071401,-0.091317
0.15892,-0.22841
-0.22912,0.021907
-0.17505,0.011021
-0.1685,0.010369
0.13462,-0.083613
-0.067803,-0.027519
-0.067803,-0.027519
-0.036657,-0.039238
0.073714,-0.094872
-0.19004,0.018193
-0.22433,0.036239
0.2315,0.27416
-0.25865,0.029196
-0.18429,0.012994
-0.14399,0.010794
-0.20672,0.023141
-0.20955,0.029861
0.043095,-0.04425
-0.18662,0.023447
-0.14778,0.012867
-0.28016,0.048131
-0.21332,0.038871
-0.247,0.044228
-0.2509,0.049532
-0.17505,0.011021
0.040968,-0.041141
-0.13538,0.0092264
0.17264,0.18286
0.17228,0.1827
0.1116,-0.093218
0.28976,0.18076
0.17228,0.1827
0.23078,-0.29955
0.23078,-0.29955
-0.27625,0.043452
0.25299,0.30804
0.25299,0.30804
0.17488,-0.26702
-0.1444,0.00077599
0.24301,0.0045985
0.10727,-0.1023
0.12313,-0.19216
0.24301,0.0045985
0.097533,-0.085279
-0.13538,0.0092264
0.24301,0.0045985
-0.16227,-0.015896
-0.20291,-0.0088378
-0.23026,0.024866
-0.23608,0.032303
-0.19577,0.020152
-0.23845,0.033703
-0.23224,0.026666
-0.018028,-0.12652
0.279,0.34668
0.29884,0.24896
0.13882,-0.18637
0.018622,-0.21335
-0.12215,0.023634
0.1842,-0.26751
0.056357,-0.071418
0.0065035,0.2084
0.0065035,0.2084
-0.21535,0.018342
-0.166,0.01015
-0.23703,0.024231
-0.24059,0.024555
-0.2071,0.029676
0.20823,-0.3343
-0.21926,0.030121
0.11864,-0.092829
0.040968,-0.041141
0.071401,-0.091317
0.24926,0.068215
-0.25609,0.067613
0.17213,0.18953
-0.12311,0.0081164
-0.086761,-0.023487
-0.28247,0.047307
-0.15926,0.026497
-0.19964,0.033204
-0.20454,0.03904
-0.16079,0.026942
-0.20574,0.039344
-0.24684,0.048426
-0.00057981,0.27276
-0.24882,0.049039
-0.25395,0.03548
-0.28356,0.03087
-0.28527,0.037547
-0.20601,0.023085
-0.20884,0.029794
-0.030999,0.26007
-0.21283,0.028603
-0.062757,0.030701
-0.063344,0.032459
-0.22477,0.023461
-0.23099,0.030795
-0.20646,0.020647
-0.24411,0.031881
-0.25284,0.039367
-0.22676,0.024489
-0.2331,0.031951
-0.23926,0.040336
-0.2405,0.042857
-0.20549,0.020692
-0.24052,0.040582
-0.23476,0.03224
-0.24949,0.028628
-0.2549,0.035639
-0.20417,-0.0062058
0.13952,-0.27167
-0.17586,0.016157
-0.2129,0.022748
-0.21481,0.029471
-0.2063,0.02951
0.1689,-0.2637
0.32,0.2815
0.32,0.2815
0.25299,0.30804
0.10727,-0.1023
0.17983,-0.28983
0.24446,0.30641
-0.066882,-0.027317
0.15186,-0.06152
-0.24676,0.036316
-0.15435,0.0011164
0.040968,-0.041141
-0.23548,0.055466
0.12199,-0.099029
0.12199,-0.099029
0.21796,0.25752
0.24082,0.29398
0.24703,0.1658
0.17166,0.26634
0.32382,0.23534
0.3268,0.23851
0.20327,0.20098
0.14999,-0.21208
-0.19302,0.019612
-0.28571,0.046585
-0.22575,0.039108
-0.26315,0.047359
0.0035159,-0.040981
-0.18415,0.021875
-0.20468,0.017192
-0.24525,0.035848
-0.21316,0.022978
-0.21772,0.020826
-0.22195,0.021203
-0.14475,-0.02011
-0.14364,-0.019605
-0.21741,0.023682
-0.23031,0.031726
0.095484,-0.026466
0.1388,-0.086961
0.11512,-0.096663
-0.036517,-0.039415
-0.068208,-0.0276
-0.17999,-0.02264
-0.23314,0.037222
-0.22624,0.030055
-0.23808,0.033643
0.12825,-0.23419
-0.16349,0.013478
-0.27504,0.043604
0.24663,0.29997
0.27126,0.33779
-0.27099,0.062835
-0.25555,0.047986
-0.17505,0.011021
0.33441,0.25875
0.14947,-0.1537
-0.28033,-0.0094499
0.338,0.26604
0.21546,0.25281
-0.066882,-0.027317
-0.041768,-0.047916
0.095484,-0.026466
-0.02459,-0.016867
0.13274,-0.15552
0.079995,0.083121
-0.17785,0.010739
0.13351,-0.14432
0.12723,-0.148
0.12723,-0.148
0.29195,0.24299
0.15025,-0.08535
-0.19994,0.016606
0.25536,0.079344
